"date","CO","SO2","NO2","PM25"
2016-01-01,0.2258068,0.2719698,6.833251,3.22616421323529
2016-01-02,0.2221356,0.348563866666667,7.8375,5.61909722222222
2016-01-03,0.2659456,1.0093971,10.81666675,8.60393519444444
2016-01-04,0.2004724,0.362164066666667,4.83437475,4.88785476041667
2016-01-05,0.2406116,0.554776033333333,9.36032625,7.24524548611111
2016-01-06,0.5202138,1.42974083333333,25.4652175,14.9940766388889
2016-01-07,0.6966015,2.23154823333333,26.05429825,19.1004196833333
2016-01-08,0.4379014,0.864379366666667,16.37730275,13.7674768472222
2016-01-09,0.2978673,0.405499433333333,10.41041675,9.83033853125
2016-01-10,0.2433623,0.182114933333333,6.225,4.03475378409091
2016-01-11,0.1963976,0.305106366666667,5.4520835,2.46920994642857
2016-01-12,0.309476,0.719282033333333,15.86354175,6.87614582539683
2016-01-13,0.2167964,0.533776033333333,6.763834,3.95149725984252
2016-01-14,0.2862895,1.73084763333333,14.228125,10.616145828125
2016-01-15,0.4280347,1.1703274,18.11354175,15.4058684722222
2016-01-16,0.2946407,0.270076866666667,8.725,5.76969696590909
2016-01-17,0.2141572,0.3538358,5.2125,4.36678240277778
2016-01-18,0.1810854,0.4588829,4.040278,4.00578704166667
2016-01-19,0.163771,0.510069733333333,3.270485,2.30351395588235
2016-01-20,0.1833609,0.472635724137931,4.53364125,2.84010145833333
2016-01-21,0.1818345,0.554085066666667,4.92500025,3.261328125
2016-01-22,0.195421,0.426932066666667,5.98143125,3.18385332183908
2016-01-23,0.202987,0.334264133333333,3.440625,3.27698414285714
2016-01-24,0.2110892,0.475918966666667,5.0166665,4.6349033968254
2016-01-25,0.391066,1.10225216666667,18.301779,10.0760111544118
2016-01-26,0.6003277,1.2762637,27.4660325,16.78854165625
2016-01-27,0.2994587,0.7459859,12.1302085,7.603277359375
2016-01-28,0.4508996,0.955644033333333,20.24583325,9.83386926041667
2016-01-29,0.4078486,1.05206566666667,14.8458335,12.2956965416667
2016-01-30,0.2647623,0.736007766666667,9.41979175,6.96782409722222
2016-01-31,0.3680536,0.973755533333333,15.84767775,10.9783442960526
2016-02-01,0.3615862,0.842147,17.0402776666667,10.5786639027778
2016-02-02,0.3553013,0.767883533333333,20.0378966666667,6.15574386111111
2016-02-03,0.3329535,0.3877408,15.7708333333333,5.71515698958333
2016-02-04,0.2293669,0.285604633333333,7.99305566666667,3.677789359375
2016-02-05,0.2141495,0.2865269,8.37723433333333,3.14616403174603
2016-02-06,0.3868878,0.729658033333333,23.1985506666667,8.94604938518519
2016-02-07,0.418698,1.25829496666667,23.1486113333333,16.2175925873016
2016-02-08,0.2121325,0.289799,6.25,5.00729080952381
2016-02-09,0.2958941,0.383793666666667,18.3939393333333,6.89357366666667
2016-02-10,0.4496298,0.826448033333333,26.635272,14.6040351746032
2016-02-11,0.2006588,0.449606966666667,6.35277766666667,3.63237846875
2016-02-12,0.2784201,0.806072333333333,17.3833333333333,6.821932875
2016-02-13,0.2119507,0.957574033333333,8.084722,7.15590276388889
2016-02-14,0.2038956,0.8026093,6.60416666666667,6.66643518055556
2016-02-15,0.4577631,1.31503533333333,27.8430556666667,17.4489583333333
2016-02-16,0.3037752,0.346812827586207,14.3978173333333,7.01640865277778
2016-02-17,0.2573479,0.382231142857143,9.59078266666667,6.54145577777778
2016-02-18,0.2097044,0.379376259259259,5.65342566666667,3.86514098611111
2016-02-19,0.2843034,0.682170083333333,14.7421716666667,5.57828284126984
2016-02-20,0.3130767,0.771261833333333,13.236111,7.00520471428571
2016-02-21,0.3131544,0.556423625,11.8472223333333,6.12668775949367
2016-02-22,0.2630087,0.453364958333333,10.0527776666667,3.853938671875
2016-02-23,0.2410124,0.429068375,11.8616666666667,4.97973119444444
2016-02-24,0.2534242,0.180696518518519,11.8555336666667,2.46616070138889
2016-02-25,0.2575631,0.346764833333333,8.825,3.655802765625
2016-02-26,0.1739369,0.3934295,3.060145,2.00529101587302
2016-02-27,0.2492427,0.769662416666667,10.341667,6.21484675862069
2016-02-28,0.3090319,1.120305125,13.3208335,11.0466931111111
2016-02-29,0.3051937,0.561679958333333,18.5871033333333,9.43229165625
2016-03-01,0.2250161,0.378555034482759,7.76719366666667,3.88303963194444
2016-03-02,0.212305,0.219950766666667,8.05595233333333,5.54310266666667
2016-03-03,0.1995761,0.576326866666667,6.45416666666667,3.624078515625
2016-03-04,0.2364363,0.439007,8.665278,6.06569214942529
2016-03-05,0.2328116,0.4686289,7.5,5.12076720634921
2016-03-06,0.3035268,0.730357533333333,14.586111,8.81904763492063
2016-03-07,0.4402225,0.948187033333333,25.3544136666667,19.3914990735294
2016-03-08,0.4393112,0.839861,19.0836353333333,18.4561342638889
2016-03-09,0.4535865,1.01137786666667,23.6594806666667,18.0422655
2016-03-10,0.4238622,0.9894709,27.025,14.5690104270833
2016-03-11,0.2108978,0.171641533333333,6.30694433333333,2.05766083333333
2016-03-12,0.2773508,0.3915779,11.7513886666667,4.49293979166667
2016-03-13,0.2854868,0.5818302,9.206851,5.76930147058824
2016-03-14,0.2126611,0.260351766666667,4.606151,3.467245375
2016-03-15,0.2060035,0.131547266666667,4.60000033333333,0.498360944444444
2016-03-16,0.2653813,0.265826,5.95416666666667,3.99350182291667
2016-03-17,0.3096659,0.288699766666667,15.6768276666667,3.959691234375
2016-03-18,0.2259761,0.2558865,11.4194443333333,2.27568765454545
2016-03-19,0.1911616,0.285752333333333,6.14353833333333,2.20314686013986
2016-03-20,0.2019587,0.3386052,4.75277766666667,3.76362434920635
2016-03-21,0.2128599,0.282378833333333,6.36666666666667,4.317536765625
2016-03-22,0.2410645,0.4904117,12.7481483333333,4.51092161363636
2016-03-23,0.3718861,0.798365733333333,21.7263886666667,8.905865046875
2016-03-24,0.2327854,0.280092166666667,6.87705333333333,7.64237620833333
2016-03-25,0.272966,0.217751933333333,11.230314,8.3834490625
2016-03-26,0.2329324,0.214539066666667,5.87916666666667,3.98067129166667
2016-03-27,0.2538695,0.207700933333333,7.10555566666667,5.56886573611111
2016-03-28,0.2506036,0.1539636,11.6375,1.95443496875
2016-03-29,0.174694,0.2056072,2.94011433333333,2.33105877777778
2016-03-30,0.2814994,0.402475233333333,16.3375,5.09282408333333
2016-03-31,0.2640143,0.205404793103448,13.1301326666667,7.67817981578947
2016-04-01,0.2647008,0.0899087586206897,10.9291663333333,4.78081194444444
2016-04-02,0.2679491,0.0818477916666667,11.7874996666667,4.32939815277778
2016-04-03,0.1640567,0.173646566666667,3.30694433333333,3.198263875
2016-04-04,0.2083335,0.2155299,10.8055556666667,5.45291134722222
2016-04-05,0.1869804,0.309772366666667,5.94027766666667,5.14305556944444
2016-04-06,0.2669854,0.4543649,16.1608696666667,5.51940790131579
2016-04-07,0.261185,0.087073652173913,13.1152776666667,5.43451359375
2016-04-08,0.25586,0.209514,12.0152776666667,2.85899471428571
2016-04-09,0.2651922,0.3353205,12.198611,5.43734175949367
2016-04-10,0.1965435,0.277307633333333,6.32083333333333,4.20489419047619
2016-04-11,0.2557717,0.270836733333333,12.2138886666667,7.794431484375
2016-04-12,0.2133772,0.126691185185185,8.64909433333333,5.88821900657895
2016-04-13,0.2471139,0.305620766666667,11.7669203333333,4.14644096875
2016-04-14,0.2394512,0.302895166666667,11.492857,5.95637589090909
2016-04-15,0.2541428,0.325597633333333,14.2249996666667,5.63409808974359
2016-04-16,0.2397312,0.314267233333333,11.7416666666667,5.72191355555556
2016-04-17,0.277929,0.342485133333333,13.1,6.18842590740741
2016-04-18,0.3058051,0.443056333333333,16.265506,7.89125014173228
2016-04-19,0.2108541,0.1796586,6.90777766666667,4.79100526984127
2016-04-20,0.2019264,0.244916931034483,7.19166666666667,3.37501203174603
2016-04-21,0.3157272,0.487861931034483,21.2819446666667,7.54904896202532
2016-04-22,0.3541537,0.455409733333333,19.175,15.3387345740741
2016-04-23,0.232439,0.0799174666666667,6.96666666666667,5.7375
2016-04-24,0.175966,0.2014723,6.575906,3.72725988135593
2016-04-25,0.2426374,0.339923366666667,15.0525,5.9742782
2016-04-26,0.218653,0.1277416,9.70277766666667,6.04604480952381
2016-04-27,0.2509483,0.1999424,12.195833,4.34798849425287
2016-04-28,0.2338921,0.263271033333333,10.2527776666667,4.29051644444445
2016-04-29,0.2280427,0.178620233333333,8.350785,4.86201298412698
2016-04-30,0.2481,0.194253,8.16443266666667,4.96123457037037
2016-05-01,0.2224972,0.119475866666667,6.52777766666667,4.1468253968254
2016-05-02,0.2965677,0.158437766666667,15.0430556666667,6.47178512698413
2016-05-03,0.294232,0.121826266666667,11.5803363333333,3.82381089873418
2016-05-04,0.2038649,0.0628313793103448,6.96287866666667,2.82311923636364
2016-05-05,0.1631875,0.0407195333333333,4.36944466666667,1.65858587272727
2016-05-06,0.1893688,0.0655181666666667,6.18363533333333,2.3111111031746
2016-05-07,0.2163804,0.0305117333333333,6.50416666666667,2.82083331481482
2016-05-08,0.2388122,0.0851094333333333,9.78888866666667,5.55293209259259
2016-05-09,0.2061376,0.285927,10.598611,5.48523205063291
2016-05-10,0.2425718,0.378802033333333,17.261111,4.89136761904762
2016-05-11,0.3246271,0.392249533333333,21.1555556666667,6.57852333333333
2016-05-12,0.2895901,0.3314385,17.2458426666667,8.12566444444445
2016-05-13,0.3089892,0.178238833333333,17.140942,9.31838622222222
2016-05-14,0.3455326,0.1568407,14.0818236666667,6.44854496825397
2016-05-15,0.1456196,0.0413747666666667,1.99607466666667,1.98390804597701
2016-05-16,0.1525693,0.119365133333333,8.19920666666667,3.36476303174603
2016-05-17,0.2931717,0.424409655172414,20.7714286666667,6.59020223809524
2016-05-18,0.2381159,0.163668482758621,12.6447203333333,5.50326794814815
2016-05-19,0.2550122,0.237729666666667,15.7029763333333,6.12705244680851
2016-05-20,0.2661385,0.1704783,14.5745776666667,6.42260868888889
2016-05-21,0.2874355,0.179305666666667,13.5952293333333,6.59617485245902
2016-05-22,0.2217183,0.106954866666667,6.655495,6.12518517777778
2016-05-23,0.2519892,0.1520264,12.2149516666667,7.06166121276596
2016-05-24,0.2311659,0.0332725333333333,9.97826066666667,5.48464560504202
2016-05-25,0.3669865,0.376406833333333,20.5010263333333,13.0769313333333
2016-05-26,0.3934526,0.533879033333333,28.792452,19.2469576825397
2016-05-27,0.3239188,0.320430133333333,19.353623,17.5849450344828
2016-05-28,0.3404137,0.336404633333333,17.9875905,15.7636243333333
2016-05-29,0.2718361,0.2557432,13.680616,10.0613756666667
2016-05-30,0.2087391,0.0374173333333333,8.0565215,3.59475308148148
2016-05-31,0.2329639,0.3367461,12.44738,6.24885550793651
2016-06-01,0.2225196,0.150414166666667,10.4978863333333,7.13541685714286
2016-06-02,0.2074779,0.104746066666667,8.347947,6.5618773908046
2016-06-03,0.2498493,0.127839866666667,12.8280193333333,4.90681818181818
2016-06-04,0.3236622,0.3751211,14.5673913333333,11.1902116349206
2016-06-05,0.2186035,0.0166969,6.94800733333333,4.24925925185185
2016-06-06,0.2441486,0.2363209,15.6341183333333,5.33378768253968
2016-06-07,0.2399861,0.2211205,15.5086956666667,6.70585096825397
2016-06-08,0.1441443,0.0233375666666667,3.797486,4.34839248275862
2016-06-09,0.1234565,0.176657866666667,3.88868666666667,3.22253441818182
2016-06-10,0.1650845,0.193992333333333,8.65489133333333,3.5053677037037
2016-06-11,0.3236494,0.220057433333333,14.6666666666667,9.18683862698413
2016-06-12,0.2052949,0.185585133333333,5.08285,6.13780862962963
2016-06-13,0.1195855,0.0328295333333333,2.025604,1.24692058181818
2016-06-14,0.130879,0.0653627666666667,5.28775033333333,2.6548683908046
2016-06-15,0.2470209,0.237062466666667,13.7689036666667,4.37698047619048
2016-06-16,0.3179833,0.362050833333333,18.1416323333333,12.6180014444444
2016-06-17,0.2295804,0.137286866666667,10.391436,6.75419753333333
2016-06-18,0.2470499,0.228676133333333,11.2484906666667,6.34775131746032
2016-06-19,0.2401001,0.2604965,6.72330933333333,6.92050265079365
2016-06-20,0.2293079,0.241693233333333,11.3089976666667,7.30524662068965
2016-06-21,0.2192591,0.2417448,13.065458,7.5628996984127
2016-06-22,0.2263939,0.182855689655172,14.7857763333333,6.59053944444444
2016-06-23,0.2534585,0.263496133333333,16.7884553333333,8.79007294074074
2016-06-24,0.2301933,0.142257833333333,9.67397333333333,8.50517074603175
2016-06-25,0.2376471,0.1635638,9.50621966666667,7.46190476190476
2016-06-26,0.2661051,0.2788573,8.86286233333333,7.49463602298851
2016-06-27,0.2341761,0.219663166666667,11.6695266666667,6.33309752380952
2016-06-28,0.2159381,0.0513259333333333,10.8112316666667,3.83493788888889
2016-06-29,0.2070876,0.0439348333333333,10.210463,5.67845678518519
2016-06-30,0.1945238,0.1511714,9.84626133333333,4.71759258730159
2016-07-01,0.2635776,0.1818032,13.3425726666667,6.84942436507936
2016-07-02,0.1682703,0.107401166666667,5.27578466666667,5.14195402298851
2016-07-03,0.242706,0.3015873,8.86624433333333,8.96256614285714
2016-07-04,0.2626647,0.342107,8.82481866666667,12.0473544920635
2016-07-05,0.2392335,0.0852050689655172,8.54918666666667,4.86444321259842
2016-07-06,0.3338601,0.3688604,16.1492513333333,11.2332371428571
2016-07-07,0.3288267,0.330464733333333,18.8925123333333,11.805530984127
2016-07-08,0.2458935,0.0938947666666667,8.02349033333333,8.20476313793104
2016-07-09,0.1645019,0.0464312666666667,4.416727,3.83240741269841
2016-07-10,0.182260875,0.0870309333333333,4.76721033333333,1.70357144444444
2016-07-11,0.1854822,0.0911909333333333,7.622991,2.66500805185185
2016-07-12,0.2687024,0.207283724137931,13.989441,5.29075693650794
2016-07-13,0.2525304,0.321770566666667,15.0182303333333,5.20198988888889
2016-07-14,0.252587,0.200260033333333,13.3507246666667,6.64392728735632
2016-07-15,0.3106587,0.319710466666667,17.841244,9.81958874603175
2016-07-16,0.2754472,0.265082766666667,12.1129223333333,7.93320104761905
2016-07-17,0.2941123,0.307821233333333,9.95612666666667,10.1980864222222
2016-07-18,0.3190057,0.518975566666667,20.2591183333333,9.68937771428571
2016-07-19,0.1517342,0.0795298620689655,6.08309166666667,3.89076898412698
2016-07-20,0.198816,0.148356866666667,11.4889923333333,4.23362068965517
2016-07-21,0.2939443,0.400767466666667,15.9439613333333,8.50095518181818
2016-07-22,0.3097624,0.4862373,15.3842993333333,13.037275537037
2016-07-23,0.1906797,0.184522233333333,5.66343866666667,7.69841269047619
2016-07-24,0.2133188,0.161167133333333,6.75948033333333,4.03503087037037
2016-07-25,0.2702166,0.384043066666667,18.395029,5.92852436363636
2016-07-26,0.172498,0.0874830666666667,7.242647,4.07365483908046
2016-07-27,0.2324501,0.234017931034483,11.383779,4.94841688888889
2016-07-28,0.3110732,0.325245931034483,17.8541666666667,9.97111112727273
2016-07-29,0.2463782,0.106496333333333,9.74130433333333,10.578720968254
2016-07-30,0.2681073,0.142041466666667,8.86338933333333,8.98904322222222
2016-07-31,0.2360015,0.0679377666666667,5.12706433333333,6.02407405555556
2016-08-01,0.2101305,0.103711766666667,6.71056233333333,5.99116801265823
2016-08-02,0.1967457,0.112697433333333,8.00295366666667,5.59234058730159
2016-08-03,0.2263964,0.201190333333333,9.59303933333333,5.94854496825397
2016-08-04,0.2581359,0.459133233333333,14.7025933333333,5.81050955833333
2016-08-05,0.2836479,0.356979233333333,14.1992096666667,7.22114196296296
2016-08-06,0.2689145,0.298049666666667,9.736567,6.02407407407407
2016-08-07,0.1908834,0.173436866666667,6.42769533333333,3.93814101282051
2016-08-08,0.2151561,0.242975166666667,11.2568236666667,4.26911725454545
2016-08-09,0.2791965,0.234887666666667,15.1524153333333,6.6623706031746
2016-08-10,0.2414422,0.1453965,12.5565653333333,5.90008806944444
2016-08-11,0.276289833333333,0.250659888888889,17.1097825,8.003838609375
2016-08-12,0.277176375,0.135123590909091,13.082411,5.36243387301587
2016-08-13,0.30555075,0.178668125,11.5608695,8.60201148275862
2016-08-14,0.182367625,0.0815675833333333,5.6869565,3.19055671428571
2016-08-15,0.1921783,0.176801766666667,6.30818833333333,4.84637104761905
2016-08-16,0.2424839,0.1862902,11.5788536666667,7.21076292307692
2016-08-17,0.1752005,0.149178,6.38840566666667,2.72747085454546
